,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redFirstBlood,redEliteMonsters,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
7490,0,48,2,1,7,5,0,0,0,7.0,237,40,15,5,0,2,1,0,7.0,219,60
7491,1,15,4,0,9,11,0,0,0,7.0,202,48,29,3,1,1,0,0,6.8,190,44
7492,0,17,3,0,1,5,1,1,0,6.8,211,56,16,2,1,0,0,0,7.0,221,60
7493,0,15,5,0,6,10,0,0,0,7.0,222,40,17,6,1,1,0,0,7.4,232,39
7494,0,37,1,1,4,8,0,0,0,6.8,201,48,11,1,0,0,0,0,7.2,254,52
7495,1,17,1,0,3,5,1,0,0,6.8,211,68,16,3,1,0,0,0,7.4,221,78
7496,1,15,2,1,8,5,2,1,0,7.2,228,60,14,0,0,0,0,0,6.8,208,48
7497,1,12,2,1,3,7,1,0,0,6.6,239,56,19,2,0,0,0,0,7.0,253,56
7498,0,22,5,0,2,2,1,0,0,6.6,227,38,13,12,1,0,0,0,6.8,236,46
7499,0,42,4,1,7,3,2,1,0,7.2,222,50,15,3,0,0,0,0,6.8,205,56
7500,0,13,3,0,4,11,0,0,0,6.8,218,59,18,3,1,1,0,0,7.4,246,51
7501,0,18,2,0,5,9,0,0,0,6.4,182,32,17,4,1,1,0,0,7.0,201,54
7502,0,15,2,0,1,6,0,0,0,6.8,211,44,16,4,1,1,0,0,7.0,217,64
7503,1,38,4,1,8,3,2,1,0,7.4,253,56,12,3,0,0,0,0,7.0,227,52
7504,1,19,3,1,12,6,2,1,0,7.2,202,37,16,5,0,0,0,0,6.4,200,43
7505,1,14,1,1,4,4,2,1,0,7.0,257,48,8,1,0,0,0,0,6.8,191,52
7506,1,15,0,1,8,6,1,0,0,6.8,200,44,35,2,0,0,0,0,7.0,185,44
7507,0,14,1,0,5,10,0,0,0,6.4,176,56,14,1,1,0,0,0,7.0,203,60
7508,1,14,3,1,7,3,0,0,0,6.8,228,54,15,2,0,1,0,0,6.8,202,53
7509,1,19,5,1,8,6,1,1,1,6.8,248,32,16,4,0,1,0,0,6.8,193,52
7510,1,12,2,0,10,9,0,0,0,6.8,212,48,11,1,1,0,0,0,7.0,204,38
7511,1,13,2,0,10,4,1,0,0,7.0,192,43,22,3,1,0,0,0,6.4,203,40
7512,0,16,3,1,5,6,0,0,0,6.6,229,39,19,2,0,1,1,0,6.8,195,59
7513,1,11,1,1,9,7,0,0,0,6.8,209,52,15,0,0,1,0,0,6.8,207,56
7514,0,25,3,1,9,5,1,1,0,7.0,218,44,18,5,0,1,0,0,7.0,234,56
7515,0,32,5,0,8,8,1,0,0,7.2,213,52,15,3,1,0,0,0,7.0,189,44
7516,0,10,1,0,10,15,0,0,0,7.0,202,38,14,1,1,1,0,0,7.2,171,46
7517,0,18,3,1,8,10,0,0,0,6.6,185,36,16,3,0,0,0,0,7.4,236,61
7518,1,19,5,1,2,4,0,0,0,6.4,229,32,18,2,0,0,0,0,6.6,215,42
7519,0,14,4,0,8,11,0,0,0,7.0,241,42,15,5,1,2,1,0,7.0,180,60
7520,0,15,1,1,6,4,1,0,0,7.2,227,56,15,1,0,1,1,0,7.4,222,79
7521,0,18,1,1,7,10,1,1,0,6.8,181,55,14,2,0,1,0,0,6.8,200,56
7522,0,12,3,0,4,9,0,0,0,7.0,201,71,12,1,1,1,0,0,7.2,251,53
7523,0,10,2,0,1,6,1,1,0,6.8,213,48,16,3,1,1,0,0,6.8,204,43
7524,1,22,5,1,11,7,1,0,1,7.0,214,52,14,1,0,0,0,0,6.4,182,29
7525,0,14,3,1,8,6,1,0,0,7.0,227,43,17,2,0,0,0,0,7.0,204,52
7526,1,20,2,0,14,3,1,1,0,7.2,227,34,16,2,1,0,0,0,6.4,203,52
7527,0,13,1,0,8,6,0,0,0,6.4,190,36,17,2,1,1,0,0,6.2,183,40
7528,0,17,3,0,3,8,0,0,0,6.8,216,60,75,3,1,1,1,0,7.2,230,52
7529,0,15,5,0,9,4,0,0,0,7.0,211,45,17,2,1,0,0,0,6.2,194,50
7530,0,18,5,1,3,3,0,0,0,6.6,205,50,17,4,0,1,0,0,7.2,238,71
7531,0,20,3,1,5,6,0,0,0,6.8,200,55,20,3,0,1,0,0,7.4,225,58
7532,0,157,5,1,10,10,1,0,0,6.8,163,47,17,1,0,1,1,0,7.0,207,44
7533,0,12,3,0,3,5,1,1,0,7.0,227,56,15,4,1,1,0,0,7.4,224,63
7534,0,118,4,1,6,8,0,0,0,6.6,200,45,20,2,0,0,0,0,6.8,227,40
7535,1,14,4,0,7,2,0,0,0,7.2,209,64,14,1,1,1,0,0,6.4,235,56
7536,0,11,0,1,8,8,0,0,0,6.8,188,52,14,1,0,1,1,1,7.2,221,54
7537,1,42,2,0,4,6,1,0,0,7.0,205,47,145,3,1,0,0,0,6.8,207,50
7538,0,10,7,0,10,4,0,0,0,7.0,220,48,16,3,1,1,0,0,6.6,206,69
7539,0,15,3,1,5,4,0,0,0,6.8,222,44,17,3,0,0,0,0,7.0,210,56
7540,0,13,2,0,1,7,0,0,0,7.0,222,60,14,4,1,1,0,0,7.4,235,56
7541,1,17,2,1,6,5,0,0,0,7.2,263,69,16,2,0,1,0,0,6.6,191,46
7542,0,17,3,0,3,3,0,0,0,6.8,239,72,21,5,1,0,0,0,7.0,232,52
7543,1,16,5,1,4,4,1,0,0,7.2,239,60,15,5,0,1,1,0,6.8,209,44
7544,0,40,1,0,5,11,0,0,0,7.0,224,45,15,6,1,1,0,0,7.4,183,58
7545,0,61,3,0,8,10,0,0,0,6.8,209,39,18,4,1,1,0,0,6.8,225,36
7546,0,13,2,1,7,12,0,0,0,6.2,194,36,40,2,0,1,0,0,7.2,187,44
7547,1,18,2,1,7,10,0,0,0,6.6,199,41,18,5,0,0,0,0,6.8,229,46
7548,0,16,3,0,4,6,2,1,0,7.0,201,58,40,5,1,0,0,0,7.2,220,63
7549,0,17,6,1,3,12,1,1,0,6.6,215,39,18,2,0,0,0,0,7.4,209,67
7550,1,16,5,0,6,4,1,0,0,6.8,216,43,14,3,1,0,0,0,6.8,254,38
7551,1,89,2,1,8,5,0,0,0,6.8,207,37,14,2,0,2,1,0,7.0,228,55
7552,1,24,3,1,4,7,1,0,0,6.8,213,51,19,5,0,0,0,0,6.8,166,53
7553,1,16,1,1,9,2,1,1,0,7.4,232,45,81,3,0,1,0,0,7.0,199,46
7554,1,17,2,1,13,5,1,0,0,7.2,204,44,17,4,0,0,0,0,6.4,175,38
7555,1,17,4,1,5,3,0,0,0,7.4,255,62,41,4,0,1,0,0,7.0,202,54
7556,1,13,1,0,3,7,1,0,0,6.2,193,48,13,1,1,0,0,0,6.8,213,48
7557,0,14,1,0,9,10,0,0,0,7.0,232,47,13,2,1,0,0,0,7.0,236,49
7558,1,14,2,0,6,4,0,0,0,7.0,245,49,25,3,1,1,0,0,6.6,216,48
7559,1,15,0,1,9,2,1,0,0,7.2,272,52,15,1,0,0,0,0,6.8,230,41
7560,1,18,3,1,5,7,1,1,0,6.8,217,61,19,4,0,1,0,0,7.0,223,48
7561,0,50,1,0,6,8,0,0,0,6.8,215,44,16,4,1,0,0,0,7.0,223,54
7562,1,70,0,1,11,5,1,1,1,6.8,193,44,82,3,0,1,0,0,6.8,206,36
7563,1,41,0,0,6,3,0,0,0,7.2,232,59,33,2,1,0,0,0,6.6,238,48
7564,0,15,1,0,11,9,1,0,0,6.6,203,39,17,1,1,0,0,0,6.6,217,60
7565,1,15,2,0,2,9,0,0,0,6.8,225,52,13,4,1,1,0,0,7.0,215,52
7566,0,38,0,1,4,14,0,0,0,6.2,170,48,19,4,0,2,1,1,7.0,203,41
7567,1,14,3,1,6,8,1,0,0,7.0,217,51,59,5,0,1,1,0,7.2,214,56
7568,0,12,2,1,2,6,0,0,0,7.0,214,59,14,2,0,1,1,0,7.2,243,60
7569,1,39,2,1,7,6,1,0,0,7.0,212,44,17,3,0,0,0,0,6.8,238,44
7570,1,19,4,1,14,4,1,0,0,7.4,225,72,23,1,0,0,0,0,6.6,197,43
7571,1,19,1,1,12,5,1,1,0,7.2,222,44,14,4,0,0,0,0,7.0,213,59
7572,1,14,3,1,10,4,1,0,0,7.2,240,54,15,5,0,0,0,0,6.4,193,34
7573,1,22,3,1,6,6,0,0,0,7.0,224,46,85,5,0,1,0,0,7.0,240,45
7574,0,12,2,0,2,3,0,0,0,7.0,245,55,35,6,1,2,1,0,7.2,235,56
7575,0,15,2,0,3,3,1,1,0,7.0,243,52,16,1,1,0,0,0,7.2,232,76
7576,1,18,2,1,10,4,0,0,0,7.4,252,52,14,3,0,0,0,0,7.0,203,45
7577,1,16,1,1,4,3,0,0,0,7.0,227,44,16,1,0,1,0,0,6.8,208,46
7578,0,53,4,0,5,10,0,0,0,7.0,199,52,15,0,1,1,0,0,7.2,229,60
7579,1,37,4,1,4,6,0,0,0,6.6,192,48,16,2,0,0,0,0,7.0,244,39
7580,0,21,4,0,5,7,1,0,0,7.2,229,43,18,3,1,0,0,0,7.2,205,48
7581,1,41,8,1,4,4,1,1,0,6.8,222,47,19,5,0,1,0,0,6.8,213,44
7582,0,10,1,0,9,8,1,0,0,6.8,208,32,14,0,1,0,0,0,7.0,186,51
7583,0,18,0,1,4,16,0,0,0,6.0,171,30,51,3,0,2,1,0,7.4,217,42
7584,1,15,4,0,6,6,0,0,0,7.2,207,51,14,5,1,1,0,0,7.0,229,48
7585,1,17,2,0,9,6,0,0,0,6.8,218,36,36,1,1,2,1,0,6.6,183,52
7586,0,42,4,0,1,6,1,0,0,7.0,198,67,67,4,1,0,0,0,6.8,207,39
7587,0,38,4,0,4,11,0,0,0,6.8,253,40,77,6,1,1,1,0,7.0,221,36
7588,0,20,2,0,3,6,0,0,0,7.0,238,68,13,1,1,2,1,0,7.2,232,64
7589,0,28,6,0,8,8,1,0,0,6.2,196,44,81,3,1,0,0,0,6.4,194,46
7590,1,16,2,1,4,3,1,1,2,6.6,206,48,14,3,0,1,0,0,6.8,214,43
7591,1,19,2,0,7,5,2,1,0,7.0,223,57,17,1,1,0,0,0,6.6,195,49
7592,0,17,1,1,7,11,0,0,0,6.8,222,48,16,1,0,2,1,0,7.4,236,58
7593,1,15,2,0,7,4,0,0,0,6.6,215,36,12,3,1,1,0,0,6.4,176,47
7594,1,16,2,1,15,2,1,0,1,7.8,252,55,12,1,0,0,0,0,6.4,193,44
7595,0,14,3,1,9,7,0,0,0,7.2,220,55,41,3,0,0,0,0,7.2,209,36
7596,1,24,7,0,13,3,2,1,0,7.2,249,48,42,4,1,0,0,0,6.6,179,52
7597,0,40,6,0,4,9,0,0,0,6.6,234,45,18,7,1,2,1,0,6.8,227,68
7598,1,126,2,1,9,6,1,0,0,7.2,228,48,16,3,0,1,1,0,6.8,233,44
7599,0,18,3,0,6,15,0,0,0,6.4,166,28,33,3,1,1,0,0,7.2,220,62
7600,1,20,3,1,9,0,1,0,0,7.2,231,52,80,6,0,1,1,0,6.2,207,47
7601,1,15,0,1,7,4,0,0,0,7.4,224,55,18,2,0,1,0,0,6.8,243,32
7602,1,21,2,1,3,2,2,1,0,6.8,217,48,16,3,0,0,0,0,7.0,230,31
7603,1,19,1,1,8,5,0,0,0,7.0,232,44,13,6,0,2,1,0,6.8,228,58
7604,0,24,1,0,9,5,1,1,0,7.2,236,60,13,2,1,1,0,0,6.8,207,40
7605,0,34,2,1,9,11,0,0,0,7.0,201,44,16,0,0,1,0,0,7.4,206,51
7606,0,77,2,0,7,15,0,0,0,7.0,219,38,15,2,1,1,0,0,7.6,176,61
7607,0,14,4,0,4,7,0,0,0,6.4,188,59,19,1,1,1,0,0,7.4,230,49
7608,0,16,19,0,9,8,1,0,0,7.0,245,42,35,1,1,0,0,0,6.8,236,44
7609,0,11,6,1,7,11,1,1,1,6.8,209,43,20,3,0,1,0,0,7.2,183,48
7610,1,17,6,1,4,2,0,0,0,6.6,235,52,20,2,0,0,0,0,7.0,241,58
7611,0,15,0,1,5,6,1,1,1,7.0,229,52,22,2,0,1,0,0,7.4,224,58
7612,1,16,0,1,11,4,1,1,0,7.2,223,47,12,1,0,0,0,0,6.4,190,44
7613,1,18,1,0,4,4,1,1,0,6.8,198,56,14,4,1,0,0,0,6.6,214,38
7614,0,16,3,1,3,4,1,0,0,7.0,236,62,16,7,0,0,0,0,7.2,269,57
7615,1,19,1,1,13,5,1,0,1,7.6,217,56,15,3,0,0,0,0,6.4,179,32
7616,0,21,2,0,1,8,0,0,0,6.8,223,59,15,2,1,2,1,1,7.2,211,60
7617,0,16,1,0,8,3,1,0,0,7.0,250,32,18,2,1,1,1,1,6.4,201,69
7618,0,22,5,0,6,11,0,0,0,6.8,254,32,25,9,1,2,1,0,7.6,218,60
7619,1,17,4,1,6,6,1,0,0,7.0,216,38,14,4,0,0,0,0,7.0,240,52
7620,0,15,3,0,4,3,1,1,0,7.0,237,48,13,2,1,1,0,0,6.8,209,48
7621,0,11,4,0,7,7,1,0,0,6.8,185,44,86,3,1,0,0,0,7.0,200,44
7622,0,15,0,1,3,4,1,0,0,6.6,213,42,14,1,0,0,0,0,7.2,231,38
7623,1,151,3,0,5,4,2,1,0,6.6,209,52,16,3,1,0,0,0,6.8,228,51
7624,0,14,3,1,5,8,0,0,0,6.8,231,48,14,0,0,0,0,0,7.0,209,50
7625,0,12,4,0,3,8,0,0,0,6.2,201,28,16,2,1,1,0,0,6.8,204,56
7626,1,13,1,1,3,4,0,0,0,6.8,217,56,25,3,0,1,0,0,6.8,203,72
7627,0,17,4,0,2,9,0,0,0,6.6,221,55,21,4,1,1,0,0,7.2,222,44
7628,0,15,4,0,6,8,1,1,0,7.2,239,51,16,1,1,0,0,0,7.2,238,49
7629,1,10,2,1,9,4,1,1,0,7.2,219,48,13,0,0,1,0,0,7.0,214,62
7630,1,13,1,1,8,1,1,1,0,7.0,242,56,15,1,0,1,0,0,6.4,189,52
7631,1,15,1,1,11,6,0,0,0,7.6,240,49,34,1,0,0,0,0,7.0,171,55
7632,1,15,4,0,5,5,0,0,0,6.4,210,36,17,1,1,0,0,0,6.6,221,47
7633,1,14,1,1,5,2,0,0,0,7.0,203,48,13,0,0,1,0,0,6.6,244,48
7634,0,19,1,0,5,11,1,0,0,7.0,236,33,18,4,1,0,0,0,7.4,235,52
7635,1,19,3,1,4,3,1,0,0,7.4,236,71,13,5,0,1,1,0,7.0,208,64
7636,0,40,2,0,2,3,1,0,0,7.2,230,63,16,3,1,0,0,0,7.0,217,57
7637,0,14,3,0,5,7,0,0,0,6.4,202,44,14,0,1,2,1,2,7.4,250,72
7638,0,24,3,0,3,10,0,0,0,6.4,204,53,15,3,1,2,1,0,7.4,223,56
7639,0,15,4,0,1,4,2,1,0,6.8,229,52,25,1,1,0,0,0,7.0,234,59
7640,0,16,5,1,5,2,0,0,0,7.0,232,51,18,1,0,1,0,0,6.8,219,60
7641,1,12,2,0,8,1,1,0,0,6.8,191,60,15,2,1,0,0,0,6.6,228,40
7642,0,18,1,1,6,6,1,0,0,7.2,214,52,14,1,0,0,0,0,6.8,217,32
7643,0,13,2,1,8,5,1,0,0,7.0,188,47,11,2,0,0,0,0,7.0,209,40
7644,0,17,2,0,10,5,0,0,0,6.8,224,43,48,3,1,1,0,0,6.8,197,88
7645,1,15,1,1,11,1,2,1,0,7.2,230,64,14,2,0,0,0,0,6.6,208,64
7646,0,13,1,0,6,3,2,1,0,7.2,232,60,75,1,1,0,0,0,6.8,216,48
7647,0,77,3,1,8,11,1,1,0,6.4,210,28,39,1,0,1,0,0,7.0,192,56
7648,1,16,1,0,8,6,0,0,0,6.8,203,56,15,2,1,1,0,0,6.6,173,56
7649,0,22,4,0,7,6,0,0,0,6.8,216,44,20,6,1,0,0,0,6.6,219,34
7650,1,13,1,1,8,3,1,0,0,7.4,245,60,62,2,0,0,0,0,7.2,188,44
7651,0,18,1,0,4,8,1,0,0,7.0,245,60,12,2,1,0,0,0,7.6,250,68
7652,1,15,1,1,9,4,1,1,0,7.0,235,44,38,1,0,1,0,0,6.8,215,52
7653,0,19,4,0,4,3,1,0,0,6.6,210,44,16,2,1,0,0,0,7.0,261,60
7654,1,12,3,0,6,6,0,0,0,7.0,229,40,15,1,1,1,0,0,6.8,241,43
7655,0,17,1,0,5,7,0,0,0,6.6,184,56,17,0,1,0,0,0,7.0,250,59
7656,0,58,0,1,8,11,0,0,0,7.0,193,38,14,5,0,0,0,0,7.0,178,44
7657,1,18,4,1,12,13,1,1,0,6.6,173,39,19,5,0,1,0,0,7.2,214,49
7658,0,11,2,0,2,9,0,0,0,6.4,195,44,30,3,1,1,1,2,7.6,249,57
7659,1,31,2,0,11,13,0,0,0,7.6,198,68,18,1,1,0,0,0,7.2,207,40
7660,1,15,2,0,5,6,0,0,0,6.8,206,65,17,2,1,2,1,0,6.6,205,43
7661,1,13,2,1,8,4,0,0,0,6.8,246,56,15,1,0,0,0,0,6.6,204,36
7662,1,13,2,0,4,4,1,1,1,7.4,250,66,50,2,1,0,0,0,6.6,200,62
7663,1,17,4,1,13,5,2,1,0,7.2,239,56,13,3,0,0,0,0,6.4,147,52
7664,1,39,4,1,12,6,0,0,1,7.4,216,52,15,3,0,0,0,0,6.6,206,60
7665,1,15,2,0,4,7,0,0,0,6.6,210,41,11,3,1,1,1,0,6.8,197,52
7666,0,103,1,0,6,3,0,0,0,6.8,201,62,18,0,1,0,0,0,7.0,208,39
7667,0,47,4,0,3,10,0,0,0,6.4,192,36,41,3,1,1,0,0,7.0,220,55
7668,0,15,3,1,6,10,0,0,0,6.6,194,49,17,2,0,0,0,0,6.8,223,52
7669,1,70,2,1,8,3,1,0,0,7.4,208,63,13,4,0,0,0,0,6.8,218,48
7670,1,13,1,0,3,9,1,0,0,6.8,237,48,36,2,1,0,0,0,7.2,221,44
7671,1,20,8,1,2,2,0,0,0,7.0,233,60,20,5,0,1,1,0,6.8,213,48
7672,0,16,4,0,9,12,0,0,0,7.4,243,46,14,2,1,0,0,0,7.4,179,50
7673,0,17,3,1,4,10,0,0,0,6.4,191,44,15,4,0,0,0,0,7.2,236,53
7674,0,14,1,0,6,8,0,0,0,6.4,199,45,13,2,1,1,0,0,6.6,205,45
7675,1,15,0,0,10,5,0,0,0,7.4,257,72,11,1,1,0,0,0,6.4,171,60
7676,1,15,2,1,6,6,1,0,0,6.8,236,40,19,2,0,0,0,0,7.4,235,69
7677,1,17,3,1,11,5,2,1,0,7.6,202,68,14,5,0,0,0,0,6.6,164,57
7678,0,14,2,0,2,14,0,0,0,6.4,219,51,19,2,1,1,0,0,7.4,226,49
7679,0,17,5,0,2,6,1,0,0,6.8,230,56,18,5,1,0,0,0,7.0,254,40
7680,0,19,3,0,6,8,1,0,0,6.8,236,37,17,2,1,0,0,0,7.2,235,65
7681,0,17,3,0,1,10,0,0,0,6.6,215,55,40,3,1,1,0,0,7.2,184,40
7682,0,108,0,1,7,8,0,0,0,6.6,177,52,16,3,0,2,1,0,6.8,203,48
7683,1,16,2,1,4,6,0,0,0,7.0,242,57,16,3,0,1,1,0,7.2,223,65
7684,1,20,6,1,11,8,1,0,0,7.2,219,51,15,2,0,0,0,0,6.8,194,48
7685,1,16,2,1,6,4,0,0,0,7.0,239,49,15,4,0,0,0,0,6.4,203,38
7686,1,16,4,0,8,4,0,0,0,7.6,250,56,16,0,1,2,1,0,7.0,221,60
7687,0,13,5,0,5,7,0,0,0,6.6,196,44,20,3,1,1,0,0,6.8,230,56
7688,1,18,3,0,8,5,1,0,0,7.2,219,60,17,4,1,0,0,0,6.6,212,43
7689,0,17,2,1,3,1,0,0,0,6.8,237,51,17,4,0,0,0,0,6.8,187,56
7690,0,26,4,0,4,12,0,0,0,6.6,213,32,20,3,1,1,0,0,6.8,216,56
7691,0,39,4,0,1,5,0,0,0,6.6,235,45,15,2,1,1,0,0,7.0,264,51
7692,1,15,2,0,10,10,0,0,0,7.2,202,40,18,2,1,1,0,0,7.4,256,47
7693,1,17,2,1,6,3,1,0,0,7.2,233,44,14,1,0,0,0,0,6.8,217,56
7694,1,19,0,0,6,6,1,0,0,7.0,207,60,11,3,1,0,0,0,6.8,226,44
7695,1,16,1,1,17,4,1,0,1,7.2,202,48,15,0,0,1,1,0,6.4,177,56
7696,0,15,5,0,9,9,0,0,0,6.6,194,41,19,5,1,0,0,0,7.0,228,36
7697,0,16,5,1,2,3,0,0,0,6.8,208,69,37,2,0,1,0,0,7.2,227,59
7698,1,15,4,0,4,5,0,0,0,6.8,210,59,59,4,1,1,0,0,6.8,218,48
7699,0,92,3,1,3,6,1,0,0,6.8,206,56,16,1,0,0,0,0,7.0,210,52
7700,0,20,4,0,4,4,0,0,0,7.2,247,55,37,4,1,0,0,0,7.0,243,40
7701,1,13,3,0,8,8,0,0,0,7.2,228,42,15,2,1,0,0,0,7.2,219,43
7702,1,13,3,1,6,2,0,0,0,7.4,242,44,15,1,0,1,0,0,7.0,239,48
7703,0,16,1,1,5,7,1,0,0,7.2,236,64,33,0,0,0,0,0,7.2,230,60
7704,1,14,0,1,10,9,1,0,0,7.4,213,76,8,2,0,0,0,0,7.0,189,45
7705,1,14,2,1,2,5,0,0,0,6.4,218,40,16,1,0,1,1,0,7.4,250,52
7706,1,15,1,0,8,6,0,0,0,6.8,227,42,17,0,1,1,0,0,7.0,240,68
7707,0,27,4,0,4,7,0,0,0,6.8,213,56,15,0,1,2,1,0,6.8,222,59
7708,1,23,1,0,2,6,1,0,0,6.4,217,44,17,3,1,0,0,0,7.2,183,50
7709,1,14,2,0,6,4,1,0,0,7.2,226,58,18,2,1,0,0,0,6.8,218,44
7710,0,16,2,0,4,7,0,0,0,7.0,233,40,86,5,1,1,1,0,7.0,213,53
7711,1,18,3,0,9,11,0,0,0,6.8,186,33,20,3,1,1,0,0,7.2,221,81
7712,0,21,5,1,8,8,0,0,0,6.8,227,28,13,7,0,1,0,0,7.0,202,72
7713,1,56,1,0,12,4,0,0,0,7.0,198,48,10,1,1,1,0,0,6.4,179,51
7714,0,17,1,1,5,11,0,0,0,6.6,187,52,17,1,0,1,0,0,7.2,202,52
7715,0,13,3,0,5,4,0,0,0,7.2,218,56,12,1,1,1,1,0,7.0,230,49
7716,1,37,6,1,9,4,2,1,0,7.4,260,62,37,2,0,0,0,0,6.8,208,70
7717,0,39,2,1,6,8,1,1,0,6.8,178,52,18,5,0,1,0,0,7.2,215,60
7718,1,15,0,1,7,2,1,0,1,7.4,255,66,16,2,0,0,0,0,6.6,209,64
7719,1,17,3,0,7,2,0,0,0,7.0,207,45,15,2,1,0,0,0,6.8,195,72
7720,0,16,2,0,8,15,1,0,0,6.2,168,34,16,5,1,0,0,0,7.4,219,50
7721,1,19,3,1,6,5,1,0,0,6.8,220,45,14,2,0,0,0,0,7.2,211,56
7722,1,17,3,1,6,4,1,0,0,6.2,178,46,20,0,0,0,0,0,7.0,246,48
7723,1,10,2,1,7,4,2,1,0,6.6,205,38,18,2,0,0,0,0,6.6,207,42
7724,0,17,1,0,15,7,1,1,0,7.2,209,40,18,2,1,0,0,0,6.0,193,33
7725,0,41,3,1,2,3,0,0,0,6.8,216,52,17,3,0,0,0,0,7.0,236,52
7726,1,13,1,1,5,1,0,0,0,7.4,260,44,14,3,0,2,1,0,6.8,247,61
7727,0,19,4,0,2,5,1,0,0,6.8,211,47,17,4,1,0,0,0,7.0,228,40
7728,0,15,2,1,8,6,0,0,0,6.2,203,28,23,1,0,1,1,0,7.0,198,51
7729,1,16,3,0,2,5,0,0,0,7.2,234,60,16,1,1,1,0,0,7.2,230,65
7730,1,38,3,0,8,6,2,1,0,6.6,186,44,89,2,1,0,0,0,6.8,193,58
7731,1,15,2,0,4,5,0,0,0,7.0,230,59,17,2,1,0,0,0,7.4,247,54
7732,0,57,1,1,4,3,0,0,0,6.4,192,42,14,2,0,1,0,0,6.6,199,58
7733,1,20,1,1,4,3,0,0,0,7.0,223,59,17,4,0,1,0,0,6.8,225,40
7734,1,13,4,1,7,2,1,0,0,7.2,246,49,19,0,0,0,0,0,6.8,203,51
7735,1,13,5,0,4,10,0,0,0,6.8,183,52,18,0,1,2,1,0,7.0,210,40
7736,0,12,15,1,4,3,1,0,0,6.8,219,52,57,2,0,0,0,0,6.8,210,48
7737,0,21,3,0,7,6,0,0,0,7.4,232,52,58,3,1,1,0,0,6.6,211,38
7738,0,13,3,0,3,5,0,0,0,7.0,214,60,15,2,1,2,1,0,7.2,244,62
7739,0,13,1,1,7,7,0,0,0,7.0,229,28,15,1,0,2,1,0,6.8,187,55
7740,1,12,4,0,4,10,0,0,0,7.2,252,81,16,2,1,1,0,0,7.0,236,44
7741,1,14,4,1,11,5,2,1,1,7.0,242,52,18,5,0,0,0,0,6.4,197,52
7742,1,13,0,1,8,5,0,0,0,7.2,213,48,14,0,0,0,0,0,7.0,200,46
7743,0,80,5,0,2,6,0,0,0,6.8,211,66,22,3,1,1,0,0,7.0,247,44
7744,0,35,3,0,7,10,1,0,1,7.0,205,60,14,0,1,0,0,0,7.0,210,52
7745,1,19,3,1,5,4,0,0,0,7.0,256,60,16,4,0,1,0,0,6.8,206,51
7746,0,16,3,0,3,15,0,0,0,6.2,183,28,19,0,1,1,1,1,7.2,231,80
7747,1,59,2,1,2,0,0,0,0,6.8,230,47,16,3,0,0,0,0,6.4,215,60
7748,1,16,4,1,8,3,1,0,0,7.4,249,51,15,1,0,1,1,0,7.0,232,56
7749,1,49,5,0,6,9,0,0,0,6.8,213,56,22,5,1,0,0,0,7.0,203,33
7750,0,15,1,1,7,6,0,0,0,7.0,228,32,16,3,0,0,0,0,7.0,225,44
7751,0,17,4,1,13,8,0,0,0,7.0,204,44,15,1,0,1,0,0,7.2,202,64
7752,1,18,5,1,8,3,0,0,0,7.0,231,45,16,1,0,2,1,0,6.4,196,51
7753,1,15,4,1,8,3,2,1,0,7.2,246,48,15,1,0,0,0,0,6.8,212,64
7754,1,16,0,1,6,1,0,0,0,7.2,246,54,12,1,0,0,0,0,6.6,214,41
7755,0,39,2,1,7,15,0,0,0,7.0,184,47,55,3,0,1,0,0,7.4,191,34
7756,1,17,4,1,7,7,1,1,0,6.6,202,32,16,1,0,1,0,0,6.8,220,56
7757,0,18,3,1,4,6,1,0,0,6.8,236,60,16,5,0,0,0,0,7.0,201,58
7758,0,54,4,0,3,5,0,0,0,6.8,209,40,17,1,1,0,0,0,6.8,226,63
7759,1,43,7,1,16,7,1,0,0,7.2,200,47,19,1,0,0,0,0,6.8,235,34
7760,0,16,2,1,5,4,0,0,0,7.0,228,48,44,5,0,0,0,0,7.2,237,56
7761,0,22,3,0,3,9,0,0,0,6.6,222,36,37,4,1,1,0,0,6.8,212,36
7762,1,18,2,1,8,7,0,0,0,7.2,236,52,17,4,0,1,1,0,6.8,220,48
7763,1,15,4,1,1,0,0,0,0,6.6,254,53,37,3,0,1,0,0,6.8,214,60
7764,0,14,1,0,9,5,0,0,0,7.2,241,40,82,3,1,0,0,0,7.0,219,59
7765,0,13,1,0,5,9,0,0,0,6.8,234,46,16,1,1,1,0,0,7.0,199,52
7766,1,20,4,1,5,3,2,1,0,7.0,249,52,17,1,0,0,0,0,7.0,218,47
7767,1,14,3,0,5,8,1,1,0,6.8,230,53,15,2,1,1,0,0,6.6,206,42
7768,1,41,0,1,7,5,1,0,0,7.0,191,54,14,1,0,0,0,0,6.8,234,41
7769,0,14,2,0,5,6,1,0,0,7.0,247,44,47,0,1,0,0,0,7.0,206,51
7770,0,22,1,0,5,11,0,0,0,7.0,215,59,20,3,1,1,0,0,7.2,236,60
